M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
571,8192,3584,False,torch.float16,torch.float16,False,False
572,8192,3584,False,torch.float16,torch.float16,False,False
573,8192,3584,False,torch.float16,torch.float16,False,False
574,8192,3584,False,torch.float16,torch.float16,False,False
575,8192,3584,False,torch.float16,torch.float16,False,False
577,8192,3584,False,torch.float16,torch.float16,False,False
578,8192,3584,False,torch.float16,torch.float16,False,False
579,8192,3584,False,torch.float16,torch.float16,False,False
580,8192,3584,False,torch.float16,torch.float16,False,False
581,8192,3584,False,torch.float16,torch.float16,False,False
582,8192,3584,False,torch.float16,torch.float16,False,False
583,8192,3584,False,torch.float16,torch.float16,False,False
584,8192,3584,False,torch.float16,torch.float16,False,False
587,8192,3584,False,torch.float16,torch.float16,False,False
588,8192,3584,False,torch.float16,torch.float16,False,False
591,8192,3584,False,torch.float16,torch.float16,False,False
595,8192,3584,False,torch.float16,torch.float16,False,False
597,8192,3584,False,torch.float16,torch.float16,False,False
598,8192,3584,False,torch.float16,torch.float16,False,False
599,8192,3584,False,torch.float16,torch.float16,False,False
600,8192,3584,False,torch.float16,torch.float16,False,False
602,8192,3584,False,torch.float16,torch.float16,False,False
603,8192,3584,False,torch.float16,torch.float16,False,False
604,8192,3584,False,torch.float16,torch.float16,False,False
605,8192,3584,False,torch.float16,torch.float16,False,False
607,8192,3584,False,torch.float16,torch.float16,False,False
608,8192,3584,False,torch.float16,torch.float16,False,False
609,8192,3584,False,torch.float16,torch.float16,False,False
610,8192,3584,False,torch.float16,torch.float16,False,False
611,8192,3584,False,torch.float16,torch.float16,False,False
612,8192,3584,False,torch.float16,torch.float16,False,False
613,8192,3584,False,torch.float16,torch.float16,False,False
614,8192,3584,False,torch.float16,torch.float16,False,False
616,8192,3584,False,torch.float16,torch.float16,False,False
617,8192,3584,False,torch.float16,torch.float16,False,False
619,8192,3584,False,torch.float16,torch.float16,False,False
620,8192,3584,False,torch.float16,torch.float16,False,False
622,8192,3584,False,torch.float16,torch.float16,False,False
623,8192,3584,False,torch.float16,torch.float16,False,False
625,8192,3584,False,torch.float16,torch.float16,False,False
627,8192,3584,False,torch.float16,torch.float16,False,False
629,8192,3584,False,torch.float16,torch.float16,False,False
631,8192,3584,False,torch.float16,torch.float16,False,False
632,8192,3584,False,torch.float16,torch.float16,False,False
637,8192,3584,False,torch.float16,torch.float16,False,False
641,8192,3584,False,torch.float16,torch.float16,False,False
642,8192,3584,False,torch.float16,torch.float16,False,False
644,8192,3584,False,torch.float16,torch.float16,False,False
647,8192,3584,False,torch.float16,torch.float16,False,False
653,8192,3584,False,torch.float16,torch.float16,False,False
655,8192,3584,False,torch.float16,torch.float16,False,False
658,8192,3584,False,torch.float16,torch.float16,False,False
662,8192,3584,False,torch.float16,torch.float16,False,False
669,8192,3584,False,torch.float16,torch.float16,False,False
675,8192,3584,False,torch.float16,torch.float16,False,False
683,8192,3584,False,torch.float16,torch.float16,False,False
685,8192,3584,False,torch.float16,torch.float16,False,False
686,8192,3584,False,torch.float16,torch.float16,False,False
688,8192,3584,False,torch.float16,torch.float16,False,False
690,8192,3584,False,torch.float16,torch.float16,False,False
691,8192,3584,False,torch.float16,torch.float16,False,False
699,8192,3584,False,torch.float16,torch.float16,False,False
702,8192,3584,False,torch.float16,torch.float16,False,False
708,8192,3584,False,torch.float16,torch.float16,False,False
716,8192,3584,False,torch.float16,torch.float16,False,False
717,8192,3584,False,torch.float16,torch.float16,False,False
718,8192,3584,False,torch.float16,torch.float16,False,False
727,8192,3584,False,torch.float16,torch.float16,False,False
732,8192,3584,False,torch.float16,torch.float16,False,False
735,8192,3584,False,torch.float16,torch.float16,False,False
741,8192,3584,False,torch.float16,torch.float16,False,False
754,8192,3584,False,torch.float16,torch.float16,False,False
771,8192,3584,False,torch.float16,torch.float16,False,False
786,8192,3584,False,torch.float16,torch.float16,False,False
792,8192,3584,False,torch.float16,torch.float16,False,False
793,8192,3584,False,torch.float16,torch.float16,False,False
820,8192,3584,False,torch.float16,torch.float16,False,False
842,8192,3584,False,torch.float16,torch.float16,False,False
852,8192,3584,False,torch.float16,torch.float16,False,False
877,8192,3584,False,torch.float16,torch.float16,False,False
887,8192,3584,False,torch.float16,torch.float16,False,False
962,8192,3584,False,torch.float16,torch.float16,False,False
1002,8192,3584,False,torch.float16,torch.float16,False,False
1021,8192,3584,False,torch.float16,torch.float16,False,False
1035,8192,3584,False,torch.float16,torch.float16,False,False
1059,8192,3584,False,torch.float16,torch.float16,False,False
1110,8192,3584,False,torch.float16,torch.float16,False,False
